business_category,item_code,total_amount,base_amount,total_nlc,units,gm,gm_percent
Apparel,CS601399M,-4185,-3986,1591,4,-5577,1.3991470145509282
Apparel,CS601399S,-2481,-2363,-2120,-4,-243,0.10283537875581887
Apparel,CS601399XL,-6819,-6494,-1061,-1,-5433,0.8366184170003079
Apparel,CS601399XXL,-6098,-5808,-1060,-2,-4748,0.8174931129476584
Apparel,CS601400L,4953,4718,31284,61,-26566,-5.630775752437473
Apparel,CS601400M,-12794,-12184,-4242,-7,-7942,0.6518384766907419
Apparel,CS601400S,-3896,-3710,-1591,-3,-2119,0.5711590296495956
Apparel,CS601400XL,-2850,-2714,1591,4,-4305,1.5862196020633752
Apparel,CS601400XXL,-901,-858,530,1,-1388,1.6177156177156178
Apparel,CS601401L,-2307,-2197,5302,11,-7499,3.4132908511606734
Apparel,CS601401M,1792,1707,9014,18,-7307,-4.280609256004687
Apparel,CS601401S,-4059,-3866,-1061,-2,-2805,0.7255561303673047
Apparel,CS601401XL,2350,2239,2651,6,-412,-0.18401071907101385
Apparel,CS601401XXL,412,393,0,0,393,1
Apparel,CS601402L,-5609,-5342,3182,8,-8524,1.5956570572819169
Apparel,CS601402M,-9258,-8817,-2121,-2,-6696,0.7594419870704321
Apparel,CS601402S,-4337,-4131,-530,-1,-3601,0.8717017671266037
Apparel,CS601402XL,-2836,-2700,1061,4,-3761,1.392962962962963
Apparel,CS601402XXL,1446,1377,1591,4,-214,-0.15541031227305738
Apparel,CS601403L,-19864,-18918,2121,5,-21039,1.112115445607358
Apparel,CS601403M,-9818,-9351,-4772,-7,-4579,0.48968024810180727
Apparel,CS601403S,-5024,-4785,-4240,-8,-545,0.11389759665621735
Apparel,CS601403XL,-5495,-5234,-3182,-3,-2052,0.39205196790217806
Apparel,CS601403XXL,3840,3657,3180,6,477,0.13043478260869565
Apparel,CS601404L,-3291,-3134,11135,21,-14269,4.552967453733248
Apparel,CS601404M,-3981,-3791,4772,9,-8563,2.2587707728831443
Apparel,CS601404S,1053,1003,1060,2,-57,-0.05682951146560319
Apparel,CS601404XL,-689,-656,1591,7,-2247,3.4253048780487805
Apparel,CS601404XXL,-2090,-1990,1061,2,-3051,1.5331658291457286
Apparel,CS601405L,6812,6487,8480,16,-1993,-0.3072298443039926
Apparel,CS601405M,-2543,-2421,-1061,-1,-1360,0.5617513424204874
Apparel,CS601405S,-1888,-1798,-1590,-3,-208,0.11568409343715239
Apparel,CS601405XL,6,6,0,0,6,1
Apparel,CS601405XXL,-614,-585,-530,-1,-55,0.09401709401709402
Apparel,CS601406L,-168,-160,16436,32,-16596,103.725
Apparel,CS601406M,-7593,-7232,-2121,-4,-5111,0.7067201327433629
Apparel,CS601406XL,-1178,-1122,0,0,-1122,1
Apparel,CS601406XXL,-5664,-5394,-4770,-9,-624,0.11568409343715239
Apparel,CS601407L,5909,5628,18559,36,-12931,-2.2976190476190474
Apparel,CS601407M,-7301,-6953,2651,6,-9604,1.3812742700992378
Apparel,CS601407S,-1880,-1790,0,1,-1790,1
Apparel,CS601407XL,-3193,-3041,1061,3,-4102,1.3488983886879315
Apparel,CS601408L,19608,18684,12253,36,6431,0.34419824448726183
Apparel,CS601408M,1503,1432,1361,4,71,0.04958100558659218
Apparel,CS601408S,-3170,-3019,-2383,-7,-636,0.21066578337197747
Apparel,CS601408XL,-1170,-1115,-681,-2,-434,0.38923766816143496
Apparel,CS601408XS,185,176,0,0,176,1
Apparel,CS601409L,2572,2449,1915,6,534,0.21804818293180891
Apparel,CS601409M,-1489,-1418,-1276,-4,-142,0.1001410437235543
Apparel,CS601409S,411,367,319,1,48,0.1307901907356948
Apparel,CS601409XL,1180,1124,957,3,167,0.148576512455516
Apparel,CS601409XXL,-1216,-1086,-957,-3,-129,0.11878453038674033
Apparel,CS601410L,12489,11857,9138,26,2719,0.22931601585561273
Apparel,CS601410M,2801,2668,-1406,-4,4074,1.5269865067466266
Apparel,CS601410S,-1484,-1414,-1054,-3,-360,0.2545968882602546
Apparel,CS601410XL,3044,2662,703,2,1959,0.7359128474830954
Apparel,CS601410XXL,556,529,0,0,529,1
Apparel,CS601411L,15112,14393,24955,71,-10562,-0.7338289446258598
Apparel,CS601411M,-3015,-2872,2460,7,-5332,1.8565459610027855
Apparel,CS601411S,-810,-772,351,1,-1123,1.4546632124352332
Apparel,CS601411XL,4381,4230,3866,11,364,0.08605200945626477
Apparel,CS601411XXL,-2087,-1988,0,0,-1988,1
Apparel,CS601412L,-2256,-2148,3622,11,-5770,2.686219739292365
Apparel,CS601412M,-3854,-3671,-329,-1,-3342,0.9103786434214111
Apparel,CS601412S,706,672,658,2,14,0.020833333333333332
Apparel,CS601412XL,-6686,-6367,-1317,-4,-5050,0.7931521909847652
Apparel,CS601412XXL,-1172,-1117,-1176,-3,59,-0.052820053715308866
Apparel,CS601413L,12829,12218,14158,43,-1940,-0.15878212473399902
Apparel,CS601413M,-836,-746,-658,-2,-88,0.11796246648793565
Apparel,CS601413S,0,0,0,0,0,NaN
Apparel,CS601413XL,-926,-881,-987,-3,106,-0.12031782065834279
Apparel,CS601414L,-2332,-2221,2634,8,-4855,2.185952273750563
Apparel,CS601414M,-6792,-6469,0,0,-6469,1
Apparel,CS601414XL,-3782,-3602,-1646,-5,-1956,0.5430316490838423
Apparel,CS601415L,2037,1940,1316,4,624,0.3216494845360825
Apparel,CS601415M,-2501,-2233,-1974,-6,-259,0.11598746081504702
Apparel,CS601415S,-2077,-1855,-1645,-5,-210,0.11320754716981132
Apparel,CS601415XL,608,579,988,3,-409,-0.7063903281519862
Apparel,CS601416L,-10086,-9605,4939,15,-14544,1.5142113482561166
Apparel,CS601416M,-9967,-9492,-659,-2,-8833,0.9305731142014327
Apparel,CS601416S,-951,-906,329,1,-1235,1.3631346578366446
Apparel,CS601416XL,-2709,-2580,1646,5,-4226,1.637984496124031
Apparel,CS601416XXL,179,170,0,0,170,1
Apparel,CS601417L,4093,3899,988,3,2911,0.7466016927417286
Apparel,CS601417M,-1264,-1204,-1316,-4,112,-0.09302325581395349
Apparel,CS601417S,-1948,-1855,-1645,-5,-210,0.11320754716981132
Apparel,CS601417XL,37,35,0,0,35,1
Apparel,CS601417XXL,-1236,-1177,-1316,-4,139,-0.11809685641461343
Apparel,CS601418L,-21609,-20580,-11168,-32,-9412,0.45733722060252674
Apparel,CS601418M,2167,2064,6282,18,-4218,-2.0436046511627906
Apparel,CS601418S,1119,1066,349,1,717,0.6726078799249531
Apparel,CS601418XL,-2106,-2006,-3141,-9,1135,-0.56580259222333
Apparel,CS601418XXL,-2298,-2188,-698,-2,-1490,0.6809872029250457
Apparel,CS601419L,1668,1490,1316,4,174,0.11677852348993288
Apparel,CS601419M,839,749,658,2,91,0.12149532710280374
Apparel,CS601419XL,-1264,-1128,-987,-3,-141,0.125
Apparel,CS601419XXL,-1255,-1120,-987,-3,-133,0.11875
Apparel,CS601420L,-1499,-1428,3127,9,-4555,3.189775910364146
Apparel,CS601420M,-713,-679,-1042,-3,363,-0.5346097201767305
Apparel,CS601420S,-1328,-1265,-1042,-3,-223,0.17628458498023716
