category,article_type,majority_service,style_id,product_total_gmv,category_total_gmv,overall_total_gmv,overall_category_percentage_contribution,category__product_percentage_contribution,overall_product_percentage_contribution,rnk
Indoor Equipment,Treadmill,HYBRID_GX,802153,644082,370477394,1078814296,34.341164681785045,0.1738519030934449,0.059702768343737264,114
Indoor Equipment,Treadmill,GYM,805055,635492,370477394,1078814296,34.341164681785045,0.17153327309358044,0.05890652379712254,115
Indoor Equipment,Treadmill,GX,900033,633991,370477394,1078814296,34.341164681785045,0.17112812016810938,0.05876738956377345,116
Indoor Equipment,Massage Chair,HYBRID_GX,900026,632497,370477394,1078814296,34.341164681785045,0.1707248566966545,0.05862890419093965,117
Indoor Equipment,Treadmill,GYM,900033,621925,370477394,1078814296,34.341164681785045,0.16787124128820663,0.05764893942413978,118
Indoor Equipment,Massage Chair,GX,900026,615997,370477394,1078814296,34.341164681785045,0.1662711436584981,0.057099447262052225,119
Indoor Equipment,Elliptical,OTHERS,900065,615376,370477394,1078814296,34.341164681785045,0.16610352209506205,0.05704188406491047,120
Indoor Equipment,Spin Bike,PLAY,,602253,370477394,1078814296,34.341164681785045,0.162561335658715,0.05582545598746867,121
Indoor Equipment,Walkpad,HYBRID_GYM,805001,601295,370477394,1078814296,34.341164681785045,0.1623027503804996,0.055736654791233874,122
Indoor Equipment,Treadmill,OTHERS,900278,600973,370477394,1078814296,34.341164681785045,0.16221583549575497,0.05570680720753074,123
Indoor Equipment,Walkpad,GX,805000,600200,370477394,1078814296,34.341164681785045,0.1620071857879674,0.05563515446777135,124
Indoor Equipment,Massage Chair,HYBRID_GYM,900026,595955,370477394,1078814296,34.341164681785045,0.1608613668881508,0.05524166691243031,125
Indoor Equipment,Treadmill,HYBRID_GYM,900030,592785,370477394,1078814296,34.341164681785045,0.16000571414082015,0.05494782579336528,126
Indoor Equipment,Strength,HYBRID_GX,700059,583932,370477394,1078814296,34.341164681785045,0.1576160946543475,0.05412720263024768,127
Indoor Equipment,Spin Bike,OTHERS,900075,578724,370477394,1078814296,34.341164681785045,0.15621034086630398,0.05364445040687522,128
